Team,Season,Player,Pos,MP_adv,ORtg,DRtg,BPM,TS%,USG%,AST%,TOV%,ORB%,DRB%,STL%,BLK%
Clemson,2025,Myles Foster,F,165,116.4,100.0,1.7,0.601,19.9,3.4,16.0,14.1,15.7,1.5,3.5
Clemson,2025,Viktor Lakhin,F,803,117.1,93.4,8.8,0.571,25.7,13.4,13.3,11.6,20.7,2.7,7.3
Clemson,2026,Ace Buckner,G,478,115.1,100.2,6.2,0.558,24.5,18.7,11.8,4.2,13.3,2.4,0.8
Clemson,2026,Carter Welling,C,581,116.8,95.2,7.8,0.572,26.3,12.6,12.9,9.6,22.3,2.4,3.7
Clemson,2026,Chase Thompson,F,236,113.8,103.7,3.5,0.6,12.0,6.8,16.9,4.2,10.5,1.3,1.6
Clemson,2026,Dallas Thomas,F,67,125.5,108.8,7.2,0.734,22.1,6.5,14.4,3.7,7.0,0.0,0.0
Clemson,2026,Dillon Hunter,G,762,116.4,101.3,4.6,0.561,14.9,19.4,15.5,2.4,14.2,2.0,0.2
Clemson,2026,Efrem Johnson,G,513,120.3,103.1,5.3,0.549,14.7,8.4,7.1,2.9,10.1,1.8,1.0
Clemson,2026,Jake Wahlin,F,574,117.4,101.2,3.9,0.584,14.6,5.5,10.8,4.1,18.5,1.0,1.6
Clemson,2026,Jestin Porter,G,743,107.3,102.2,4.8,0.498,21.0,9.6,7.9,2.7,5.2,3.0,1.0
Clemson,2026,Nick Davidson,F,597,122.5,101.8,6.5,0.62,21.1,10.6,12.7,7.5,14.0,1.3,2.1
Clemson,2026,RJ Godfrey,F,662,123.7,99.4,7.1,0.644,22.4,13.5,14.0,7.7,17.1,1.6,3.1
Clemson,2026,Trent Steinour,C,15,104.8,99.1,-7.3,0.438,27.9,0.0,12.7,24.8,31.5,0.0,0.0
Clemson,2026,Zac Foster,G,224,97.9,101.3,-1.1,0.439,26.0,25.6,13.7,2.8,15.3,1.4,1.7
